distance_km,weather,transport_mode,supplier_reliability,is_holiday,origin,destination,delayed
238.7,Clear,Road,71.5,0,Rotterdam Gate,Zurich Terminus,0
302.4,Snow,Road,57.5,0,Rotterdam Gate,Zurich Terminus,1
823.8,Rain,Road,66.4,1,Antwerp Freight,Warsaw Crossdock,1
620.5,Storm,Rail,73.5,0,Hamburg Port,Berlin DC,1
465.8,Clear,Rail,35.3,0,Antwerp Freight,Vienna Logistics,1
639.0,Fog,Road,73.3,0,Hamburg Port,Prague Depot,0
460.3,Clear,Rail,65.2,0,Rotterdam Gate,Paris Nord,0
807.6,Fog,Road,76.3,0,Munich Hub,Berlin DC,1
404.7,Rain,Road,73.7,0,Rotterdam Gate,Prague Depot,0
1455.4,Fog,Rail,56.8,0,Rotterdam Gate,Paris Nord,0
1098.1,Rain,Road,79.6,0,Hamburg Port,Paris Nord,0
1525.7,Clear,Rail,91.5,0,Milan Cargo,Paris Nord,0
875.2,Clear,Road,58.4,0,Hamburg Port,Prague Depot,1
92.9,Clear,Road,75.5,0,Hamburg Port,Vienna Logistics,0
2176.5,Storm,Sea,74.3,0,Munich Hub,Warsaw Crossdock,1
1127.2,Rain,Road,73.4,0,Rotterdam Gate,Zurich Terminus,0
694.8,Clear,Air,73.9,1,Munich Hub,Vienna Logistics,0
260.4,Rain,Road,61.4,0,Rotterdam Gate,Zurich Terminus,1
1074.4,Rain,Rail,63.2,0,Hamburg Port,Zurich Terminus,1
1149.3,Storm,Sea,78.9,0,Frankfurt Central,Berlin DC,0
296.2,Rain,Road,69.3,0,Rotterdam Gate,Paris Nord,0
916.7,Fog,Road,77.3,0,Rotterdam Gate,Paris Nord,1
2512.0,Clear,Air,62.7,0,Antwerp Freight,Berlin DC,1
161.4,Storm,Road,82.7,0,Hamburg Port,Paris Nord,0
1043.6,Clear,Rail,55.2,0,Milan Cargo,Berlin DC,1
135.6,Fog,Road,81.9,0,Rotterdam Gate,Zurich Terminus,0
100.0,Clear,Road,98.3,1,Milan Cargo,Paris Nord,0
606.3,Clear,Road,86.9,0,Milan Cargo,Berlin DC,1
860.0,Rain,Road,77.5,1,Hamburg Port,Paris Nord,1
178.6,Storm,Road,63.5,1,Hamburg Port,Warsaw Crossdock,1
133.8,Fog,Road,60.0,0,Munich Hub,Zurich Terminus,0
734.2,Clear,Road,77.4,0,Munich Hub,Vienna Logistics,0
945.4,Rain,Road,60.3,0,Rotterdam Gate,Warsaw Crossdock,0
568.7,Clear,Sea,92.6,0,Frankfurt Central,Warsaw Crossdock,0
1556.5,Storm,Rail,63.0,0,Hamburg Port,Zurich Terminus,1
363.3,Snow,Rail,74.4,0,Antwerp Freight,Zurich Terminus,0
767.1,Clear,Rail,69.1,0,Hamburg Port,Zurich Terminus,0
745.3,Clear,Road,76.8,0,Rotterdam Gate,Vienna Logistics,0
378.1,Clear,Road,71.3,0,Frankfurt Central,Berlin DC,0
308.0,Rain,Road,87.3,0,Antwerp Freight,Zurich Terminus,0
466.6,Clear,Rail,72.7,0,Antwerp Freight,Vienna Logistics,0
81.1,Clear,Road,76.6,0,Munich Hub,Prague Depot,0
1204.9,Clear,Air,71.7,0,Frankfurt Central,Berlin DC,0
2394.6,Storm,Air,67.9,1,Hamburg Port,Prague Depot,0
114.6,Snow,Road,77.8,1,Frankfurt Central,Warsaw Crossdock,1
1443.5,Rain,Air,71.4,0,Hamburg Port,Warsaw Crossdock,1
893.5,Clear,Rail,57.7,0,Milan Cargo,Warsaw Crossdock,0
1262.9,Snow,Rail,91.5,0,Frankfurt Central,Prague Depot,1
201.0,Clear,Rail,76.7,0,Hamburg Port,Berlin DC,1
735.5,Snow,Road,60.1,0,Hamburg Port,Vienna Logistics,1
372.6,Snow,Road,66.1,0,Rotterdam Gate,Paris Nord,1
175.9,Rain,Road,73.3,0,Frankfurt Central,Paris Nord,0
1127.1,Clear,Road,80.6,0,Frankfurt Central,Prague Depot,0
683.8,Storm,Rail,84.2,0,Rotterdam Gate,Berlin DC,1
984.4,Clear,Road,68.5,0,Rotterdam Gate,Vienna Logistics,0
1017.3,Clear,Rail,77.8,0,Hamburg Port,Berlin DC,1
428.2,Fog,Road,69.0,1,Antwerp Freight,Warsaw Crossdock,0
533.1,Clear,Road,67.5,0,Rotterdam Gate,Paris Nord,0
996.8,Rain,Road,66.4,0,Rotterdam Gate,Vienna Logistics,0
861.4,Rain,Road,64.4,0,Rotterdam Gate,Zurich Terminus,0
1629.2,Clear,Rail,50.7,0,Munich Hub,Prague Depot,0
758.1,Fog,Rail,93.2,0,Hamburg Port,Prague Depot,0
1084.5,Storm,Air,82.8,0,Hamburg Port,Paris Nord,1
1603.4,Snow,Air,56.5,1,Milan Cargo,Warsaw Crossdock,1
1126.3,Clear,Road,62.2,0,Frankfurt Central,Vienna Logistics,0
121.9,Clear,Road,83.1,1,Rotterdam Gate,Berlin DC,1
793.9,Clear,Road,75.2,0,Munich Hub,Warsaw Crossdock,0
1269.9,Rain,Rail,69.8,1,Frankfurt Central,Berlin DC,1
1012.3,Rain,Road,80.4,0,Antwerp Freight,Warsaw Crossdock,0
659.3,Rain,Road,86.8,1,Rotterdam Gate,Berlin DC,0
1057.1,Clear,Road,62.2,0,Hamburg Port,Zurich Terminus,0
1699.1,Fog,Rail,68.5,1,Milan Cargo,Warsaw Crossdock,1
1605.2,Snow,Rail,56.8,1,Antwerp Freight,Zurich Terminus,1
225.0,Fog,Road,78.6,0,Milan Cargo,Berlin DC,0
955.6,Snow,Road,70.8,1,Frankfurt Central,Berlin DC,1
384.9,Storm,Rail,68.9,0,Frankfurt Central,Paris Nord,1
2196.2,Clear,Air,59.2,0,Munich Hub,Vienna Logistics,0
1624.7,Clear,Rail,64.3,0,Hamburg Port,Berlin DC,1
2303.4,Fog,Air,77.5,0,Antwerp Freight,Warsaw Crossdock,1
540.1,Clear,Road,38.0,0,Milan Cargo,Prague Depot,1
575.3,Storm,Air,52.9,1,Munich Hub,Zurich Terminus,1
1306.3,Clear,Air,51.1,0,Hamburg Port,Berlin DC,0
934.6,Rain,Road,77.2,0,Milan Cargo,Berlin DC,1
1585.2,Storm,Rail,69.6,0,Munich Hub,Zurich Terminus,0
1697.8,Fog,Sea,74.5,0,Antwerp Freight,Zurich Terminus,1
639.5,Storm,Sea,74.3,0,Munich Hub,Zurich Terminus,1
1776.8,Storm,Air,70.3,0,Antwerp Freight,Zurich Terminus,1
853.8,Rain,Rail,83.8,0,Hamburg Port,Paris Nord,0
1877.6,Clear,Air,80.9,0,Frankfurt Central,Warsaw Crossdock,0
1026.3,Snow,Road,95.4,1,Antwerp Freight,Zurich Terminus,1
718.8,Clear,Road,94.0,0,Munich Hub,Prague Depot,0
1223.4,Clear,Sea,62.8,0,Rotterdam Gate,Warsaw Crossdock,1
1567.2,Rain,Air,85.4,1,Frankfurt Central,Zurich Terminus,0
1983.1,Snow,Sea,90.9,0,Munich Hub,Berlin DC,0
298.4,Rain,Road,81.3,0,Antwerp Freight,Prague Depot,0
1547.8,Clear,Sea,83.2,0,Antwerp Freight,Vienna Logistics,1
763.1,Rain,Air,77.9,1,Rotterdam Gate,Vienna Logistics,1
2012.8,Clear,Sea,52.1,1,Munich Hub,Paris Nord,1
193.1,Storm,Road,96.8,1,Hamburg Port,Prague Depot,1
586.3,Clear,Rail,63.8,0,Rotterdam Gate,Zurich Terminus,1
1385.1,Fog,Rail,63.0,0,Hamburg Port,Paris Nord,0
807.3,Rain,Road,70.6,0,Frankfurt Central,Berlin DC,1
1635.7,Clear,Rail,78.0,0,Hamburg Port,Paris Nord,0
1120.2,Clear,Rail,83.5,0,Antwerp Freight,Warsaw Crossdock,0
758.9,Snow,Road,71.4,0,Frankfurt Central,Zurich Terminus,1
627.0,Rain,Road,87.2,0,Munich Hub,Prague Depot,0
871.1,Clear,Road,83.7,0,Frankfurt Central,Paris Nord,1
163.3,Storm,Road,65.8,0,Hamburg Port,Berlin DC,1
192.5,Fog,Road,88.0,0,Antwerp Freight,Zurich Terminus,0
962.4,Rain,Air,66.1,0,Frankfurt Central,Vienna Logistics,1
2073.8,Snow,Air,86.5,0,Antwerp Freight,Berlin DC,0
416.1,Rain,Road,67.4,0,Rotterdam Gate,Prague Depot,1
1066.6,Clear,Road,73.2,0,Rotterdam Gate,Zurich Terminus,0
981.3,Storm,Road,83.3,0,Antwerp Freight,Vienna Logistics,0
836.0,Rain,Road,74.7,1,Rotterdam Gate,Berlin DC,0
1060.7,Clear,Road,89.2,0,Munich Hub,Zurich Terminus,0
504.7,Snow,Road,84.4,1,Milan Cargo,Berlin DC,1
664.3,Clear,Rail,67.9,0,Frankfurt Central,Prague Depot,1
623.1,Clear,Road,76.3,0,Munich Hub,Prague Depot,0
632.0,Clear,Rail,47.3,0,Antwerp Freight,Paris Nord,1
738.8,Fog,Road,50.1,0,Milan Cargo,Prague Depot,1
802.5,Snow,Rail,75.8,0,Munich Hub,Zurich Terminus,0
2437.2,Clear,Sea,75.5,0,Milan Cargo,Vienna Logistics,1
333.8,Clear,Rail,90.8,0,Hamburg Port,Zurich Terminus,0
541.3,Clear,Road,95.1,0,Milan Cargo,Vienna Logistics,0
810.2,Rain,Road,68.9,0,Milan Cargo,Paris Nord,1
927.7,Rain,Road,79.9,0,Munich Hub,Paris Nord,1
1378.1,Clear,Air,66.7,0,Milan Cargo,Paris Nord,0
955.4,Clear,Rail,53.1,0,Milan Cargo,Warsaw Crossdock,0
1192.5,Clear,Road,57.2,0,Hamburg Port,Paris Nord,1
792.7,Rain,Road,71.5,0,Milan Cargo,Paris Nord,0
364.8,Clear,Rail,63.3,0,Antwerp Freight,Warsaw Crossdock,0
1770.0,Rain,Air,85.3,0,Rotterdam Gate,Zurich Terminus,0
783.5,Clear,Sea,81.5,0,Munich Hub,Zurich Terminus,0
768.0,Storm,Rail,93.8,0,Rotterdam Gate,Paris Nord,1
963.6,Rain,Road,79.8,1,Frankfurt Central,Paris Nord,1
771.0,Clear,Road,90.8,0,Rotterdam Gate,Warsaw Crossdock,0
1100.4,Rain,Road,80.3,0,Frankfurt Central,Berlin DC,1
2447.9,Fog,Air,51.2,0,Munich Hub,Prague Depot,1
776.5,Storm,Air,91.3,1,Frankfurt Central,Warsaw Crossdock,1
767.7,Snow,Road,36.7,0,Milan Cargo,Zurich Terminus,0
303.9,Fog,Rail,82.8,0,Rotterdam Gate,Paris Nord,0
506.8,Storm,Air,74.8,0,Frankfurt Central,Warsaw Crossdock,1
742.1,Storm,Road,83.9,0,Munich Hub,Vienna Logistics,1
2069.6,Snow,Air,82.7,0,Antwerp Freight,Warsaw Crossdock,0
861.3,Clear,Road,64.3,0,Hamburg Port,Vienna Logistics,0
1014.9,Fog,Road,82.6,0,Antwerp Freight,Warsaw Crossdock,1
630.3,Rain,Rail,84.3,0,Antwerp Freight,Prague Depot,0
441.7,Rain,Road,89.8,0,Antwerp Freight,Vienna Logistics,0
602.9,Fog,Road,47.5,0,Munich Hub,Vienna Logistics,1
498.0,Fog,Road,78.0,0,Rotterdam Gate,Paris Nord,0
1522.1,Storm,Sea,23.4,0,Rotterdam Gate,Paris Nord,0
453.1,Storm,Road,91.0,0,Frankfurt Central,Prague Depot,1
170.0,Fog,Road,86.5,0,Frankfurt Central,Vienna Logistics,0
607.3,Rain,Road,61.1,0,Hamburg Port,Berlin DC,0
2221.6,Storm,Air,82.1,0,Frankfurt Central,Paris Nord,1
1428.6,Clear,Rail,52.8,0,Milan Cargo,Berlin DC,1
460.3,Clear,Road,84.1,0,Frankfurt Central,Berlin DC,1
1534.8,Clear,Rail,64.6,0,Rotterdam Gate,Vienna Logistics,0
624.5,Clear,Road,86.9,0,Milan Cargo,Prague Depot,0
455.3,Clear,Road,60.3,0,Rotterdam Gate,Prague Depot,0
990.4,Rain,Road,94.2,1,Hamburg Port,Warsaw Crossdock,0
603.7,Fog,Rail,52.2,0,Hamburg Port,Berlin DC,1
121.0,Rain,Road,92.5,0,Antwerp Freight,Berlin DC,0
771.3,Clear,Road,82.7,0,Rotterdam Gate,Zurich Terminus,0
740.4,Rain,Rail,80.0,0,Munich Hub,Paris Nord,0
210.4,Fog,Road,74.0,0,Antwerp Freight,Berlin DC,0
916.5,Storm,Road,73.5,0,Rotterdam Gate,Vienna Logistics,1
544.0,Clear,Road,57.5,0,Hamburg Port,Berlin DC,0
1523.2,Clear,Rail,81.5,0,Munich Hub,Prague Depot,1
597.4,Clear,Road,71.2,0,Hamburg Port,Zurich Terminus,0
312.5,Rain,Road,62.9,0,Antwerp Freight,Paris Nord,0
342.9,Rain,Road,90.6,0,Munich Hub,Zurich Terminus,0
323.9,Rain,Road,73.6,0,Antwerp Freight,Paris Nord,0
532.4,Rain,Road,98.5,0,Milan Cargo,Prague Depot,1
291.5,Clear,Road,91.5,0,Milan Cargo,Warsaw Crossdock,1
1295.0,Clear,Rail,79.7,0,Milan Cargo,Vienna Logistics,0
519.7,Rain,Rail,90.3,0,Frankfurt Central,Vienna Logistics,0
1800.6,Storm,Sea,69.1,0,Rotterdam Gate,Vienna Logistics,1
2590.6,Rain,Air,61.6,0,Munich Hub,Warsaw Crossdock,0
893.2,Clear,Road,50.5,0,Milan Cargo,Warsaw Crossdock,0
2091.7,Clear,Air,65.5,0,Rotterdam Gate,Berlin DC,1
799.1,Clear,Road,58.6,0,Frankfurt Central,Paris Nord,0
1418.1,Rain,Rail,76.4,0,Antwerp Freight,Zurich Terminus,1
878.6,Rain,Road,73.3,0,Antwerp Freight,Vienna Logistics,0
649.6,Clear,Road,83.3,0,Frankfurt Central,Prague Depot,0
1049.3,Clear,Road,72.4,0,Milan Cargo,Prague Depot,1
951.4,Clear,Road,84.4,0,Hamburg Port,Vienna Logistics,0
781.7,Fog,Rail,64.2,0,Antwerp Freight,Prague Depot,0
972.9,Rain,Road,53.7,0,Rotterdam Gate,Prague Depot,1
1667.9,Storm,Rail,79.6,0,Hamburg Port,Berlin DC,1
173.4,Clear,Road,78.4,0,Antwerp Freight,Berlin DC,0
909.1,Fog,Air,70.3,0,Munich Hub,Warsaw Crossdock,1
745.8,Clear,Rail,72.7,0,Antwerp Freight,Zurich Terminus,1
993.3,Fog,Rail,56.1,0,Munich Hub,Zurich Terminus,0
642.0,Storm,Road,87.0,0,Frankfurt Central,Berlin DC,1
2150.2,Clear,Air,91.3,0,Frankfurt Central,Zurich Terminus,0
1039.0,Snow,Road,75.9,0,Hamburg Port,Vienna Logistics,1
933.7,Clear,Road,77.3,0,Rotterdam Gate,Prague Depot,0
498.3,Storm,Road,76.6,0,Frankfurt Central,Warsaw Crossdock,1
352.3,Fog,Road,58.7,0,Milan Cargo,Paris Nord,0
2041.1,Clear,Sea,72.6,0,Antwerp Freight,Paris Nord,0
1518.9,Snow,Rail,80.5,0,Munich Hub,Zurich Terminus,0
424.7,Fog,Rail,72.0,0,Milan Cargo,Prague Depot,1
604.5,Fog,Road,64.9,0,Rotterdam Gate,Warsaw Crossdock,1
133.8,Clear,Road,73.8,0,Rotterdam Gate,Paris Nord,1
723.8,Storm,Road,74.1,0,Milan Cargo,Zurich Terminus,0
1788.7,Snow,Rail,81.4,0,Munich Hub,Prague Depot,0
805.6,Rain,Road,60.8,0,Antwerp Freight,Vienna Logistics,1
248.6,Clear,Road,71.6,0,Rotterdam Gate,Berlin DC,0
1123.0,Fog,Rail,73.7,0,Milan Cargo,Zurich Terminus,1
337.7,Clear,Road,69.3,0,Hamburg Port,Berlin DC,0
1423.2,Clear,Air,83.1,0,Hamburg Port,Berlin DC,0
1165.6,Rain,Road,73.2,0,Frankfurt Central,Paris Nord,0
1562.4,Clear,Sea,65.7,0,Antwerp Freight,Prague Depot,0
483.6,Snow,Road,80.4,0,Rotterdam Gate,Paris Nord,0
805.0,Snow,Road,79.8,1,Rotterdam Gate,Berlin DC,1
1888.0,Fog,Air,84.8,0,Munich Hub,Prague Depot,0
729.7,Clear,Air,72.8,0,Antwerp Freight,Warsaw Crossdock,0
1056.7,Fog,Road,69.8,1,Hamburg Port,Berlin DC,0
612.8,Snow,Road,70.3,0,Munich Hub,Paris Nord,1
1346.1,Clear,Rail,83.8,0,Antwerp Freight,Prague Depot,0
1073.3,Clear,Road,76.5,0,Munich Hub,Warsaw Crossdock,0
552.7,Storm,Road,93.8,0,Milan Cargo,Zurich Terminus,1
720.7,Clear,Road,67.9,0,Munich Hub,Vienna Logistics,0
940.7,Clear,Road,79.1,0,Milan Cargo,Paris Nord,0
799.4,Clear,Road,84.9,0,Milan Cargo,Zurich Terminus,0
2359.8,Clear,Air,66.0,0,Munich Hub,Prague Depot,0
1048.9,Storm,Rail,52.9,0,Milan Cargo,Prague Depot,1
1122.3,Fog,Road,87.8,0,Antwerp Freight,Warsaw Crossdock,0
1482.8,Snow,Air,60.0,0,Rotterdam Gate,Prague Depot,1
2105.6,Clear,Air,88.0,0,Rotterdam Gate,Vienna Logistics,0
1159.0,Fog,Road,85.1,0,Frankfurt Central,Vienna Logistics,0
1038.8,Rain,Rail,87.7,0,Hamburg Port,Berlin DC,0
2083.9,Clear,Air,73.7,0,Milan Cargo,Paris Nord,0
899.6,Rain,Road,92.3,0,Hamburg Port,Vienna Logistics,0
942.3,Clear,Road,86.4,0,Rotterdam Gate,Paris Nord,0
565.8,Rain,Road,49.2,0,Rotterdam Gate,Vienna Logistics,0
267.4,Fog,Rail,53.7,1,Milan Cargo,Prague Depot,1
913.6,Clear,Road,49.5,0,Antwerp Freight,Prague Depot,0
241.0,Storm,Rail,64.8,0,Antwerp Freight,Warsaw Crossdock,0
593.2,Clear,Road,68.9,0,Frankfurt Central,Zurich Terminus,0
1200.9,Fog,Air,66.5,0,Hamburg Port,Vienna Logistics,1
570.3,Rain,Road,83.2,0,Hamburg Port,Warsaw Crossdock,0
859.1,Rain,Road,60.9,0,Hamburg Port,Prague Depot,0
1150.8,Snow,Road,86.7,1,Rotterdam Gate,Vienna Logistics,0
1191.8,Clear,Road,84.4,0,Rotterdam Gate,Berlin DC,0
1719.9,Clear,Air,67.6,0,Milan Cargo,Vienna Logistics,0
1296.4,Fog,Sea,85.8,0,Hamburg Port,Zurich Terminus,1
984.1,Rain,Road,66.4,0,Milan Cargo,Warsaw Crossdock,0
773.1,Rain,Road,71.2,1,Rotterdam Gate,Zurich Terminus,1
1111.6,Clear,Rail,70.0,0,Antwerp Freight,Zurich Terminus,1
728.9,Rain,Rail,73.7,0,Rotterdam Gate,Zurich Terminus,0
2118.8,Clear,Sea,63.6,0,Hamburg Port,Prague Depot,0
2440.3,Clear,Sea,73.7,0,Frankfurt Central,Vienna Logistics,0
872.1,Clear,Road,91.1,0,Hamburg Port,Vienna Logistics,0
1600.1,Clear,Air,55.4,0,Antwerp Freight,Berlin DC,0
2507.0,Rain,Air,79.8,0,Munich Hub,Prague Depot,0
573.6,Clear,Road,81.6,0,Frankfurt Central,Prague Depot,0
845.0,Snow,Road,90.3,0,Munich Hub,Zurich Terminus,0
822.2,Snow,Rail,70.3,0,Hamburg Port,Paris Nord,1
2979.1,Clear,Sea,72.9,1,Rotterdam Gate,Berlin DC,1
1120.1,Clear,Rail,72.6,0,Antwerp Freight,Warsaw Crossdock,0
106.7,Clear,Road,55.2,0,Rotterdam Gate,Paris Nord,0
895.0,Clear,Air,46.0,0,Antwerp Freight,Warsaw Crossdock,1
546.8,Clear,Sea,71.9,0,Hamburg Port,Paris Nord,0
1144.0,Fog,Road,94.7,0,Antwerp Freight,Berlin DC,0
1092.9,Clear,Road,82.7,0,Frankfurt Central,Warsaw Crossdock,0
1194.8,Clear,Rail,58.9,0,Rotterdam Gate,Berlin DC,0
543.3,Rain,Road,50.4,0,Hamburg Port,Paris Nord,1
822.5,Rain,Road,84.6,0,Rotterdam Gate,Berlin DC,0
655.7,Storm,Rail,78.5,0,Hamburg Port,Warsaw Crossdock,0
222.4,Rain,Road,46.6,0,Frankfurt Central,Berlin DC,1
1759.2,Rain,Rail,90.2,0,Milan Cargo,Berlin DC,1
505.6,Fog,Road,73.6,1,Rotterdam Gate,Vienna Logistics,0
708.1,Clear,Rail,60.3,0,Hamburg Port,Prague Depot,0
2316.1,Clear,Sea,53.1,0,Hamburg Port,Zurich Terminus,1
770.0,Rain,Road,64.3,0,Rotterdam Gate,Prague Depot,0
680.8,Fog,Road,64.3,0,Rotterdam Gate,Paris Nord,1
595.1,Fog,Road,86.9,0,Munich Hub,Paris Nord,0
586.6,Fog,Road,85.6,0,Rotterdam Gate,Paris Nord,0
599.0,Storm,Road,85.7,0,Antwerp Freight,Warsaw Crossdock,1
3076.1,Rain,Sea,90.5,0,Milan Cargo,Warsaw Crossdock,0
827.0,Rain,Road,65.3,0,Rotterdam Gate,Berlin DC,0
1052.2,Clear,Road,70.9,0,Frankfurt Central,Vienna Logistics,0
2834.5,Clear,Sea,57.5,0,Munich Hub,Berlin DC,1
1497.7,Rain,Air,91.4,0,Milan Cargo,Zurich Terminus,0
951.3,Clear,Rail,78.8,0,Milan Cargo,Paris Nord,0
939.2,Rain,Road,80.4,0,Frankfurt Central,Paris Nord,0
175.2,Clear,Road,65.2,0,Antwerp Freight,Prague Depot,1
876.8,Snow,Road,96.1,0,Antwerp Freight,Vienna Logistics,1
436.8,Fog,Road,54.0,0,Hamburg Port,Prague Depot,1
1255.1,Snow,Rail,46.9,1,Hamburg Port,Warsaw Crossdock,1
632.5,Clear,Rail,70.3,0,Rotterdam Gate,Paris Nord,0
982.1,Storm,Rail,60.0,0,Frankfurt Central,Zurich Terminus,1
252.5,Clear,Road,97.2,0,Munich Hub,Vienna Logistics,0
1467.6,Rain,Air,93.3,0,Frankfurt Central,Prague Depot,1
966.6,Snow,Road,87.3,0,Munich Hub,Warsaw Crossdock,1
497.7,Snow,Rail,82.5,1,Frankfurt Central,Warsaw Crossdock,0
2088.2,Clear,Air,70.4,0,Antwerp Freight,Berlin DC,0
1077.4,Clear,Road,88.8,0,Hamburg Port,Warsaw Crossdock,0
1436.5,Rain,Air,64.7,0,Rotterdam Gate,Berlin DC,0
1277.9,Clear,Air,66.9,0,Hamburg Port,Paris Nord,0
2541.8,Snow,Air,74.7,0,Rotterdam Gate,Zurich Terminus,1
1054.7,Storm,Road,66.4,0,Munich Hub,Vienna Logistics,1
301.5,Rain,Road,55.8,0,Munich Hub,Paris Nord,1
1033.8,Rain,Road,78.9,0,Milan Cargo,Warsaw Crossdock,1
94.5,Fog,Road,63.1,0,Milan Cargo,Paris Nord,1
1491.4,Clear,Rail,83.9,0,Frankfurt Central,Prague Depot,0
2603.1,Fog,Sea,80.9,1,Hamburg Port,Warsaw Crossdock,1
744.0,Snow,Road,67.4,1,Antwerp Freight,Prague Depot,1
754.9,Clear,Road,89.3,0,Milan Cargo,Zurich Terminus,0
623.9,Clear,Air,74.7,0,Hamburg Port,Warsaw Crossdock,0
988.0,Fog,Road,60.1,1,Hamburg Port,Prague Depot,0
1388.3,Clear,Air,92.9,0,Milan Cargo,Prague Depot,0
1150.2,Rain,Rail,86.2,0,Frankfurt Central,Paris Nord,0
747.0,Clear,Sea,86.1,0,Frankfurt Central,Prague Depot,0
572.5,Clear,Air,65.3,1,Rotterdam Gate,Vienna Logistics,0
249.8,Clear,Road,83.8,0,Frankfurt Central,Paris Nord,0
1226.9,Rain,Rail,53.6,0,Rotterdam Gate,Paris Nord,1
1092.3,Clear,Rail,69.9,0,Hamburg Port,Vienna Logistics,0
1907.6,Clear,Air,48.9,0,Milan Cargo,Zurich Terminus,0
732.7,Rain,Road,37.7,0,Munich Hub,Vienna Logistics,1
499.2,Rain,Road,58.5,0,Antwerp Freight,Warsaw Crossdock,0
579.0,Rain,Road,91.7,1,Rotterdam Gate,Berlin DC,0
542.9,Clear,Rail,77.0,0,Antwerp Freight,Warsaw Crossdock,0
322.4,Rain,Road,64.8,0,Hamburg Port,Vienna Logistics,0
1185.2,Rain,Road,57.0,0,Rotterdam Gate,Paris Nord,0
1737.9,Clear,Rail,52.8,0,Munich Hub,Zurich Terminus,0
374.3,Fog,Road,91.2,0,Hamburg Port,Berlin DC,0
899.2,Storm,Road,63.7,0,Hamburg Port,Berlin DC,1
524.3,Storm,Rail,58.7,0,Munich Hub,Zurich Terminus,1
1467.1,Rain,Rail,85.1,0,Milan Cargo,Paris Nord,0
903.4,Rain,Road,74.1,0,Hamburg Port,Warsaw Crossdock,0
1156.8,Rain,Road,78.5,0,Antwerp Freight,Paris Nord,0
1812.6,Rain,Air,67.5,0,Munich Hub,Zurich Terminus,1
84.5,Clear,Road,92.9,0,Milan Cargo,Prague Depot,0
1511.0,Snow,Rail,70.3,1,Hamburg Port,Prague Depot,1
895.5,Fog,Air,87.3,0,Rotterdam Gate,Vienna Logistics,0
549.4,Clear,Air,87.0,0,Milan Cargo,Warsaw Crossdock,0
680.3,Clear,Rail,74.0,0,Hamburg Port,Warsaw Crossdock,0
864.7,Clear,Road,81.1,0,Munich Hub,Paris Nord,0
123.3,Rain,Road,74.4,1,Hamburg Port,Warsaw Crossdock,0
1182.1,Storm,Road,37.3,0,Rotterdam Gate,Paris Nord,1
2139.8,Clear,Air,64.9,0,Munich Hub,Warsaw Crossdock,0
1221.5,Rain,Sea,71.6,0,Antwerp Freight,Prague Depot,0
948.8,Rain,Road,89.8,0,Frankfurt Central,Paris Nord,0
909.2,Clear,Road,71.3,0,Antwerp Freight,Berlin DC,1
875.6,Clear,Rail,62.0,0,Rotterdam Gate,Berlin DC,1
1196.1,Rain,Road,90.1,0,Milan Cargo,Vienna Logistics,0
229.2,Clear,Road,78.5,0,Milan Cargo,Berlin DC,1
611.7,Fog,Road,77.5,0,Frankfurt Central,Paris Nord,0
1577.9,Clear,Rail,70.3,0,Frankfurt Central,Warsaw Crossdock,0
522.0,Clear,Road,70.9,0,Munich Hub,Paris Nord,0
2366.4,Rain,Air,88.5,0,Frankfurt Central,Paris Nord,1
805.7,Clear,Air,80.3,0,Munich Hub,Prague Depot,0
2795.1,Rain,Sea,60.5,0,Hamburg Port,Prague Depot,0
628.4,Rain,Road,64.1,0,Milan Cargo,Vienna Logistics,1
1094.5,Rain,Road,87.8,0,Hamburg Port,Prague Depot,0
2370.2,Rain,Air,72.3,0,Rotterdam Gate,Warsaw Crossdock,0
477.5,Storm,Rail,73.4,0,Hamburg Port,Vienna Logistics,0
383.2,Clear,Road,87.9,0,Rotterdam Gate,Zurich Terminus,0
1126.2,Clear,Road,81.1,0,Milan Cargo,Paris Nord,0
484.7,Clear,Road,80.3,0,Rotterdam Gate,Zurich Terminus,0
1689.8,Clear,Air,78.8,0,Antwerp Freight,Paris Nord,0
1419.8,Clear,Rail,69.7,1,Frankfurt Central,Vienna Logistics,1
2666.7,Rain,Sea,66.3,0,Milan Cargo,Warsaw Crossdock,1
1044.2,Rain,Road,89.2,0,Munich Hub,Vienna Logistics,0
2076.5,Fog,Air,66.1,0,Frankfurt Central,Warsaw Crossdock,1
310.1,Clear,Road,43.0,0,Milan Cargo,Prague Depot,0
880.7,Clear,Road,76.6,0,Frankfurt Central,Zurich Terminus,1
568.6,Clear,Road,74.9,0,Milan Cargo,Zurich Terminus,0
735.8,Clear,Road,78.4,0,Hamburg Port,Paris Nord,0
608.2,Clear,Rail,66.3,0,Milan Cargo,Berlin DC,0
1804.0,Clear,Air,53.8,0,Frankfurt Central,Prague Depot,0
2087.4,Clear,Sea,69.9,0,Frankfurt Central,Vienna Logistics,0
1124.0,Storm,Road,45.8,0,Milan Cargo,Zurich Terminus,1
228.2,Clear,Road,80.0,0,Frankfurt Central,Vienna Logistics,0
1407.2,Clear,Rail,40.4,0,Munich Hub,Warsaw Crossdock,0
1349.4,Clear,Rail,78.4,0,Antwerp Freight,Prague Depot,0
2757.4,Clear,Sea,66.9,1,Munich Hub,Vienna Logistics,1
